,Ensembl gene ID,HGNC ID,Status,Approved symbol,Approved name,NCBI gene ID,UCSC gene ID,RefSeq accession
31288,ENSG00000226998,HGNC:52185,Approved,MTATP6P30,MT-ATP6 pseudogene 30,107075302,,NG_046413
31289,ENSG00000223806,HGNC:1265,Approved,LINC00114,long intergenic non-protein coding RNA 114,400866,uc062aco.1,XR_041645
31290,ENSG00000128000,HGNC:33109,Approved,ZNF780B,zinc finger protein 780B,163131,uc060yoj.1,NM_001005851
31291,ENSG00000091536,HGNC:7594,Approved,MYO15A,myosin XVA,51168,uc060cbc.1,NM_016239
31292,ENSG00000066185,HGNC:21192,Approved,ZMYND12,zinc finger MYND-type containing 12,84217,uc001chj.4,NM_032257
31293,ENSG00000089685,HGNC:593,Approved,BIRC5,baculoviral IAP repeat containing 5,332,uc002jvg.4,NM_001168
31294,ENSG00000223377,,,,,,,
31295,ENSG00000122140,HGNC:14495,Approved,MRPS2,mitochondrial ribosomal protein S2,51116,uc004cfv.6,NM_001371401
31296,ENSG00000141013,HGNC:4166,Approved,GAS8,growth arrest specific 8,2622,uc002fqi.1,NM_001286205
31297,ENSG00000203506,HGNC:39988,Approved,RBMS3-AS2,RBMS3 antisense RNA 2,100873978,uc062hsm.1,NR_046557
31298,ENSG00000179331,HGNC:16521,Approved,RAB39A,"RAB39A, member RAS oncogene family",54734,uc001pjt.4,NM_017516
31299,ENSG00000112210,HGNC:14263,Approved,RAB23,"RAB23, member RAS oncogene family",51715,uc003pdt.5,NM_001278666
31300,ENSG00000236195,HGNC:44906,Approved,MRM3P2,MRM3 pseudogene 2,100420223,,NG_026539
31301,ENSG00000198929,HGNC:16859,Approved,NOS1AP,nitric oxide synthase 1 adaptor protein,9722,uc001gbv.3,NM_014697
31302,ENSG00000270173,,,,,,,
31303,ENSG00000257010,,,,,,,
31304,ENSG00000223651,,,,,,,
31305,ENSG00000236534,HGNC:42030,Approved,H3P36,H3 histone pseudogene 36,100287087,,NG_029804
31306,ENSG00000246203,,,,,,,
31307,ENSG00000255591,,,,,,,
31308,ENSG00000229794,HGNC:52174,Approved,MTCYBP32,MT-CYB pseudogene 32,107075231,,NG_051998
31309,ENSG00000169813,HGNC:5039,Approved,HNRNPF,heterogeneous nuclear ribonucleoprotein F,3185,uc001jat.3,NM_001098204
31310,ENSG00000233990,,,,,,,
31311,ENSG00000236044,HGNC:31060,Approved,FABP5P2,fatty acid binding protein 5 pseudogene 2,729163,,NG_009322
31312,ENSG00000231544,HGNC:37881,Approved,RSL24D1P11,ribosomal L24 domain containing 1 pseudogene 11,284288,,NG_028175
31313,ENSG00000121853,HGNC:4267,Approved,GHSR,growth hormone secretagogue receptor,2693,uc003fib.3,NM_004122
31314,ENSG00000164512,HGNC:25681,Approved,ANKRD55,ankyrin repeat domain 55,79722,uc003jqu.4,NM_024669
31315,ENSG00000176555,HGNC:14705,Approved,OR4S1,olfactory receptor family 4 subfamily S member 1,256148,uc010rhu.2,NM_001004725
31316,ENSG00000215580,HGNC:23953,Approved,BCORP1,BCL6 corepressor pseudogene 1,286554,,NR_033732
31317,ENSG00000161547,HGNC:10783,Approved,SRSF2,serine and arginine rich splicing factor 2,6427,uc002jsy.5,NM_003016
31318,ENSG00000205946,HGNC:37179,Approved,USP17L6P,"ubiquitin specific peptidase 17 like family member 6, pseudogene",391622,,NR_027279
31319,ENSG00000125633,HGNC:25611,Approved,CCDC93,coiled-coil domain containing 93,54520,uc002tlj.4,NM_019044
31320,ENSG00000224276,HGNC:40082,Approved,ARHGEF2-AS1,ARHGEF2 antisense RNA 1,107985210,,XR_001738248
31321,ENSG00000233082,,,,,,,
31322,ENSG00000102796,HGNC:25832,Approved,DHRS12,dehydrogenase/reductase 12,79758,uc001vfq.5,NM_024705
31323,ENSG00000273167,,,,,,,
31324,ENSG00000185338,HGNC:19383,Approved,SOCS1,suppressor of cytokine signaling 1,8651,uc002dar.2,NM_003745
31325,ENSG00000105954,HGNC:13782,Approved,NPVF,neuropeptide VF precursor,64111,uc003sxo.4,NM_022150
31326,ENSG00000129566,HGNC:11726,Approved,TEP1,telomerase associated protein 1,7011,uc001vxe.4,NM_007110
31327,ENSG00000164631,HGNC:12902,Approved,ZNF12,zinc finger protein 12,7559,uc003sqt.3,NM_016265
31328,ENSG00000174951,HGNC:4012,Approved,FUT1,fucosyltransferase 1 (H blood group),2523,uc002pkk.3,NM_000148
31329,ENSG00000154845,HGNC:9320,Approved,PPP4R1,protein phosphatase 4 regulatory subunit 1,9989,uc002koe.3,NM_005134
31330,ENSG00000268392,,,,,,,
31331,ENSG00000212712,,,,,,,
31332,ENSG00000183668,HGNC:9526,Approved,PSG9,pregnancy specific beta-1-glycoprotein 9,5678,uc002owd.5,NM_002784
31333,ENSG00000178586,HGNC:15042,Approved,OR6B3,olfactory receptor family 6 subfamily B member 3,150681,uc010zoe.2,NM_173351
31334,ENSG00000257323,,,,,,,
31335,ENSG00000229688,HGNC:48962,Approved,CRPPA-AS1,CRPPA antisense RNA 1,100506025,,NR_038946
31336,ENSG00000167685,HGNC:16052,Approved,ZNF444,zinc finger protein 444,55311,uc002qmm.4,NM_018337
31337,ENSG00000228398,HGNC:39392,Approved,HMGN2P25,high mobility group nucleosomal binding domain 2 pseudogene 25,729687,,NG_027552
31338,ENSG00000070785,HGNC:3259,Approved,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma,8891,uc001cmt.4,NM_020365
31339,ENSG00000169933,HGNC:29007,Approved,FRMPD4,FERM and PDZ domain containing 4,9758,uc004cuz.2,NM_014728
31340,ENSG00000095564,HGNC:17307,Approved,BTAF1,B-TFIID TATA-box binding protein associated factor 1,9044,uc001khr.4,NM_003972
31341,ENSG00000232160,HGNC:40957,Approved,RAP2C-AS1,RAP2C antisense RNA 1,101928578,,NR_110410
31342,ENSG00000237301,,,,,,,
31343,ENSG00000160202,HGNC:2388,Approved,CRYAA,crystallin alpha A,1409,uc002zdd.3,NM_000394
31344,ENSG00000214071,,,,,,,
31345,ENSG00000196565,HGNC:4832,Approved,HBG2,hemoglobin subunit gamma 2,3048,uc001mak.2,NM_000184
31346,ENSG00000049245,HGNC:12644,Approved,VAMP3,vesicle associated membrane protein 3,9341,uc001aol.3,NM_004781
31347,ENSG00000215186,HGNC:32205,Approved,GOLGA6B,golgin A6 family member B,55889,uc010uks.2,NM_018652
31348,ENSG00000262583,HGNC:53870,Approved,TMEM231P1,TMEM231 pseudogene 1,100420067,,NG_026383
31349,ENSG00000239490,HGNC:36170,Approved,RPS4XP18,ribosomal protein S4X pseudogene 18,646583,,NG_010953
31350,ENSG00000206552,HGNC:42942,Approved,KRBOX1-AS1,KRBOX1 antisense RNA 1,100506275,uc062ist.1,XR_110049
31351,ENSG00000237132,,,,,,,
31352,ENSG00000018408,HGNC:24042,Approved,WWTR1,WW domain containing transcription regulator 1,25937,uc003exh.4,NM_015472
31353,ENSG00000257607,,,,,,,
31354,ENSG00000231273,,,,,,,
31355,ENSG00000122958,HGNC:12711,Approved,VPS26A,VPS26 retromer complex component A,9559,uc001jpb.4,NM_004896
31356,ENSG00000238032,HGNC:54954,Approved,S100A11P5,S100A11 pseudogene 5,107985628,,
31357,ENSG00000267652,HGNC:7911,Approved,NPM1P1,nucleophosmin 1 pseudogene 1,4870,,NG_001162
31358,ENSG00000214941,HGNC:26993,Approved,ZSWIM7,zinc finger SWIM-type containing 7,125150,uc002gpf.4,NM_001042697
31359,ENSG00000187595,HGNC:33722,Approved,ZNF385C,zinc finger protein 385C,201181,uc060fgj.1,NM_001013624
31360,ENSG00000197429,HGNC:6108,Approved,IPP,intracisternal A particle-promoted polypeptide,3652,uc001cou.4,NM_005897
31361,ENSG00000104331,HGNC:26019,Approved,BPNT2,"3'(2'), 5'-bisphosphate nucleotidase 2",54928,uc003xte.5,NM_017813
31362,ENSG00000236734,,,,,,,
31363,ENSG00000205318,HGNC:21623,Approved,GCNT2P1,GCNT2 pseudogene 1,644378,,NG_055911
31364,ENSG00000145743,HGNC:13615,Approved,FBXL17,F-box and leucine rich repeat protein 17,64839,uc011cvc.3,NM_001163315
31365,ENSG00000229266,HGNC:35446,Approved,POM121L8P,"POM121 transmembrane nucleoporin like 8, pseudogene",29797,,NR_024583
31366,ENSG00000229882,,,,,,,
31367,ENSG00000184575,HGNC:12826,Approved,XPOT,exportin for tRNA,11260,uc001ssb.4,NM_007235
31368,ENSG00000124827,HGNC:4198,Approved,GCM2,glial cells missing transcription factor 2,9247,uc003mzn.5,NM_004752
31369,ENSG00000197254,,,,,,,
31370,ENSG00000166855,HGNC:2088,Approved,CLPX,caseinolytic mitochondrial matrix peptidase chaperone subunit X,10845,uc002aom.4,NM_006660
31371,ENSG00000134249,HGNC:208,Approved,ADAM30,ADAM metallopeptidase domain 30,11085,uc001eij.4,NM_021794
31372,ENSG00000140932,HGNC:19173,Approved,CMTM2,CKLF like MARVEL transmembrane domain containing 2,146225,uc002ept.4,NM_001199317
31373,ENSG00000266981,,,,,,,
31374,ENSG00000247867,HGNC:27451,Approved,DGAT2-DT,DGAT2 divergent transcript,283214,,NR_046090
31375,ENSG00000219463,HGNC:36265,Approved,RPSAP42,ribosomal protein SA pseudogene 42,100270919,,NG_010380
31376,ENSG00000170385,HGNC:11012,Approved,SLC30A1,solute carrier family 30 member 1,7779,uc001hio.2,NM_021194
31377,ENSG00000172183,HGNC:6130,Approved,ISG20,interferon stimulated exonuclease gene 20,3669,uc059mxq.1,NM_002201
31378,ENSG00000215477,HGNC:39205,Approved,RCN1P1,reticulocalbin 1 pseudogene 1,442234,,NG_022315
31379,ENSG00000152207,HGNC:18274,Approved,CYSLTR2,cysteinyl leukotriene receptor 2,57105,uc010ada.2,NM_001308465
31380,ENSG00000133983,HGNC:20213,Approved,COX16,cytochrome c oxidase assembly factor COX16,51241,uc001xmb.3,NM_016468
31381,ENSG00000258573,HGNC:27381,Approved,RNASE11-AS1,RNASE11 and RNASE12 antisense RNA 1,254028,,NR_122043
31382,ENSG00000226860,HGNC:54740,Approved,RBX1P1,RBX1 pseudogene 1,100287985,,NG_027749
31383,ENSG00000136169,HGNC:20263,Approved,SETDB2,SET domain bifurcated histone lysine methyltransferase 2,83852,uc001vcz.4,NM_031915
31384,ENSG00000213703,HGNC:36341,Approved,RPL13AP9,ribosomal protein L13a pseudogene 9,100271137,,NG_010176
31385,ENSG00000230291,,,,,,,
31386,ENSG00000248343,,,,,,,
31387,ENSG00000146021,HGNC:6354,Approved,KLHL3,kelch like family member 3,26249,uc010jek.3,NM_001257194
31388,ENSG00000165953,HGNC:18359,Approved,SERPINA12,serpin family A member 12,145264,uc001ydj.3,NM_173850
31389,ENSG00000110448,HGNC:1685,Approved,CD5,CD5 molecule,921,uc009ynk.4,NM_014207
31390,ENSG00000168994,HGNC:21361,Approved,PXDC1,PX domain containing 1,221749,uc003mvt.3,NM_183373
31391,ENSG00000239426,HGNC:14691,Approved,OR8F1P,olfactory receptor family 8 subfamily F member 1 pseudogene,390269,,NG_004340
31392,ENSG00000225345,HGNC:39611,Approved,SNX18P3,sorting nexin 18 pseudogene 3,100418975,,NG_023808
31393,ENSG00000235651,HGNC:54590,Approved,G3BP1P1,G3BP1 pseudogene 1,100422338,,NG_023611
31394,ENSG00000266876,,,,,,,
31395,ENSG00000244313,,,,,,,
31396,ENSG00000234709,HGNC:38395,Approved,UPF3AP3,UPF3A pseudogene 3,100422343,,NG_021629
31397,ENSG00000250021,HGNC:38824,Approved,ARPIN-AP3S2,ARPIN-AP3S2 readthrough,100526783,uc002bos.5,NM_001199058.1
31398,ENSG00000271271,HGNC:28183,Approved,UGT2A2,UDP glucuronosyltransferase family 2 member A2,574537,uc010ihs.4,NM_001105677
31399,ENSG00000261263,,,,,,,
31400,ENSG00000126254,HGNC:28117,Approved,RBM42,RNA binding motif protein 42,79171,uc002oan.4,NM_024321
31401,ENSG00000261934,HGNC:8707,Approved,PCDHGA9,"protocadherin gamma subfamily A, 9",56107,uc003lkh.3,NM_018921
31402,ENSG00000215462,,,,,,,
31403,ENSG00000214329,HGNC:37493,Approved,SLC9B1P2,solute carrier family 9 member B1 pseudogene 2,389000,,NG_009550
31404,ENSG00000230629,HGNC:35982,Approved,RPS23P8,ribosomal protein S23 pseudogene 8,653658,,NG_009491
31405,ENSG00000260612,,,,,,,
31406,ENSG00000231027,,,,,,,
31407,ENSG00000188155,HGNC:20523,Approved,KRTAP10-6,keratin associated protein 10-6,386674,uc032qbq.1,NM_198688
31408,ENSG00000147853,HGNC:17376,Approved,AK3,adenylate kinase 3,50808,uc003ziq.4,NM_016282
31409,ENSG00000167037,HGNC:29410,Approved,SGSM1,small G protein signaling modulator 1,129049,uc003abg.3,NM_001039948
31410,ENSG00000004660,HGNC:1469,Approved,CAMKK1,calcium/calmodulin dependent protein kinase kinase 1,84254,uc002fwu.4,NM_032294
31411,ENSG00000004660,HGNC:1469,Approved,CAMKK1,calcium/calmodulin dependent protein kinase kinase 1,84254,uc002fwu.4,NM_172206
31412,ENSG00000004660,HGNC:1469,Approved,CAMKK1,calcium/calmodulin dependent protein kinase kinase 1,84254,uc002fwu.4,NM_172207
31413,ENSG00000226157,HGNC:14793,Approved,OR52E3P,olfactory receptor family 52 subfamily E member 3 pseudogene,79533,,NG_002269
31414,ENSG00000213801,HGNC:13827,Approved,ZNF321P,"zinc finger protein 321, pseudogene",399669,,NR_037805
31415,ENSG00000177553,HGNC:41091,Approved,C1orf167-AS1,C1orf167 antisense RNA 1,102724659,,NR_126000
31416,ENSG00000124302,HGNC:15993,Approved,CHST8,carbohydrate sulfotransferase 8,64377,uc002nus.5,NM_022467
31417,ENSG00000148541,HGNC:19371,Approved,FAM13C,family with sequence similarity 13 member C,220965,uc031wie.2,NM_001001971
31418,ENSG00000166710,HGNC:914,Approved,B2M,beta-2-microglobulin,567,uc001zuc.4,NM_004048
31419,ENSG00000125870,HGNC:11155,Approved,SNRPB2,small nuclear ribonucleoprotein polypeptide B2,6629,uc002wph.3,NM_003092
31420,ENSG00000266844,,,,,,,
31421,ENSG00000204919,HGNC:24754,Approved,PRR20A,proline rich 20A,122183,uc010thd.1,NM_198441
31422,ENSG00000223800,,,,,,,
31423,ENSG00000135625,HGNC:3241,Approved,EGR4,early growth response 4,1961,uc061kqj.1,NM_001965
31424,ENSG00000138614,HGNC:25372,Approved,INTS14,integrator complex subunit 14,81556,uc002ape.5,NM_030800
31425,ENSG00000218512,HGNC:39669,Approved,SPTLC1P2,serine palmitoyltransferase long chain base subunit 1 pseudogene 2,100874498,,NG_032342
31426,ENSG00000141294,HGNC:25047,Approved,LRRC46,leucine rich repeat containing 46,90506,uc002ima.3,NM_033413
31427,ENSG00000204899,HGNC:33830,Approved,MZT1,mitotic spindle organizing protein 1,440145,uc001viu.3,NM_001071775
31428,ENSG00000243593,HGNC:52889,Approved,LINC02049,long intergenic non-protein coding RNA 2049,101926983,,NR_135571
31429,ENSG00000204849,HGNC:23394,Approved,SPATA31A1,SPATA31 subfamily A member 1,647060,uc064tes.1,NM_001085452
31430,ENSG00000233788,,,,,,,
31431,ENSG00000188603,HGNC:2074,Approved,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin",1201,uc002dpo.4,NM_000086
31432,ENSG00000022567,HGNC:29196,Approved,SLC45A4,solute carrier family 45 member 4,57210,uc003ywd.3,NM_001286646
31433,ENSG00000257254,,,,,,,
31434,ENSG00000238265,HGNC:23126,Approved,LINC00317,long intergenic non-protein coding RNA 317,378828,uc021wht.1,NR_038872
31435,ENSG00000225855,HGNC:26680,Approved,RUSC1-AS1,RUSC1 antisense RNA 1,284618,uc057lpu.1,NR_145424
31436,ENSG00000137267,HGNC:12412,Approved,TUBB2A,tubulin beta 2A class IIa,7280,uc003mvc.5,NM_001069
31437,ENSG00000238042,HGNC:53159,Approved,LINC02257,long intergenic non-protein coding RNA 2257,105372950,,NR_149057
31438,ENSG00000112624,HGNC:21111,Approved,BICRAL,BICRA like chromatin remodeling complex associated protein,23506,uc063onx.1,NM_015349
31439,ENSG00000139990,HGNC:20224,Approved,DCAF5,DDB1 and CUL4 associated factor 5,8816,uc001xkp.4,NM_003861
31440,ENSG00000236164,,,,,,,
31441,ENSG00000234932,,,,,,,
31442,ENSG00000162598,HGNC:28547,Approved,C1orf87,chromosome 1 open reading frame 87,127795,uc001czs.3,NM_152377
31443,ENSG00000131398,HGNC:6235,Approved,KCNC3,potassium voltage-gated channel subfamily C member 3,3748,uc002pru.1,NM_004977
31444,ENSG00000173598,HGNC:8051,Approved,NUDT4,nudix hydrolase 4,11163,uc010sup.3,NM_019094
31445,ENSG00000136770,HGNC:20090,Approved,DNAJC1,DnaJ heat shock protein family (Hsp40) member C1,64215,uc001irc.4,NM_022365
31446,ENSG00000142700,HGNC:13908,Approved,DMRTA2,DMRT like family A2,63950,uc010onb.3,NM_032110
31447,ENSG00000228289,,,,,,,
31448,ENSG00000132881,HGNC:28127,Approved,CPLANE2,ciliogenesis and planar polarity effector complex subunit 2,79363,uc001ayd.4,NM_030907
31449,ENSG00000075884,HGNC:21030,Approved,ARHGAP15,Rho GTPase activating protein 15,55843,uc002tvm.5,NM_018460
31450,ENSG00000261719,,,,,,,
31451,ENSG00000111732,HGNC:13203,Approved,AICDA,activation induced cytidine deaminase,57379,uc001qur.3,NM_020661
31452,ENSG00000166265,HGNC:16274,Approved,CYYR1,cysteine and tyrosine rich 1,116159,uc002ymd.4,NM_052954
31453,ENSG00000204618,HGNC:18064,Approved,RNF39,ring finger protein 39,80352,uc003npe.4,NM_170769
31454,ENSG00000197619,HGNC:24740,Approved,ZNF615,zinc finger protein 615,284370,uc002pye.3,NM_198480
31455,ENSG00000181511,HGNC:55062,Approved,GLRX5P1,GLRX5 pseudogene 1,100128546,,NG_022696
31456,ENSG00000227552,,,,,,,
31457,ENSG00000083093,HGNC:26144,Approved,PALB2,partner and localizer of BRCA2,79728,uc002dlx.2,NM_024675
31458,ENSG00000233184,HGNC:53720,Approved,DPH5-DT,DPH5 divergent transcript,102606465,,NR_109849
31459,ENSG00000197372,HGNC:30768,Approved,ZNF675,zinc finger protein 675,171392,uc002nri.4,NM_138330
31460,ENSG00000249289,,,,,,,
31461,ENSG00000172148,HGNC:8370,Approved,OR7A2P,olfactory receptor family 7 subfamily A member 2 pseudogene,390894,,NG_004087
31462,ENSG00000139800,HGNC:20322,Approved,ZIC5,Zic family member 5,85416,uc001vom.2,NM_033132
31463,ENSG00000236877,HGNC:51596,Approved,SETD6P1,SET domain containing 6 pseudogene 1,106481727,,NG_045049
31464,ENSG00000236360,HGNC:54561,Approved,RRAS2P1,RRAS2 pseudogene 1,100133211,,NG_016982
31465,ENSG00000235438,HGNC:24647,Approved,ESRRAP2,estrogen-related receptor alpha pseudogene 2,144832,,NR_000033
31466,ENSG00000223623,,,,,,,
31467,ENSG00000139832,HGNC:18260,Approved,RAB20,"RAB20, member RAS oncogene family",55647,uc001vqy.4,NM_017817
31468,ENSG00000147606,HGNC:14467,Approved,SLC26A7,solute carrier family 26 member 7,115111,uc003yex.5,NM_001282356
31469,ENSG00000089159,HGNC:9718,Approved,PXN,paxillin,5829,uc001txv.3,NM_002859
31470,ENSG00000223759,,,,,,,
31471,ENSG00000077420,HGNC:17379,Approved,APBB1IP,amyloid beta precursor protein binding family B member 1 interacting protein,54518,uc001iss.4,NM_019043
31472,ENSG00000125266,HGNC:3227,Approved,EFNB2,ephrin B2,1948,uc001vqi.4,NM_004093
31473,ENSG00000131386,HGNC:21531,Approved,GALNT15,polypeptide N-acetylgalactosaminyltransferase 15,117248,uc003car.5,NM_054110
31474,ENSG00000267507,,,,,,,
31475,ENSG00000219392,HGNC:23313,Approved,ZNF602P,"zinc finger protein 602, pseudogene",100419608,,NG_025918
31476,ENSG00000212725,HGNC:16775,Approved,KRTAP2-1,keratin associated protein 2-1,81872,uc010cxi.4,NM_001123387
31477,ENSG00000007202,HGNC:28960,Approved,BLTP2,bridge-like lipid transfer protein family member 2,9703,uc002hbu.4,NM_014680
31478,ENSG00000203326,HGNC:29423,Approved,ZNF525,zinc finger protein 525,170958,uc061cjl.1,NM_001348156
31479,ENSG00000074695,HGNC:6631,Approved,LMAN1,"lectin, mannose binding 1",3998,uc002lhz.4,NM_005570
31480,ENSG00000270638,,,,,,,
31481,ENSG00000147761,HGNC:37463,Approved,TTTY7B,"testis-specific transcript, Y-linked 7B",100101120,uc004fsi.3,NR_003592
31482,ENSG00000129480,HGNC:20277,Approved,DTD2,D-aminoacyl-tRNA deacylase 2,112487,uc001wrj.5,NM_080664
31483,ENSG00000204393,HGNC:44310,Approved,NOL4L-DT,NOL4L divergent transcript,149950,,NR_034152
31484,ENSG00000171786,HGNC:7817,Approved,NHLH1,nescient helix-loop-helix 1,4807,uc001fwa.3,NM_005598
31485,ENSG00000225991,HGNC:36035,Approved,RPL23AP34,ribosomal protein L23a pseudogene 34,100271294,,NG_010979
31486,ENSG00000261416,HGNC:55367,Approved,CORO1A-AS1,CORO1A antisense RNA 1,107984834,,
31487,ENSG00000105137,HGNC:25824,Approved,SYDE1,synapse defective Rho GTPase homolog 1,85360,uc002nah.2,NM_033025
31488,ENSG00000137634,HGNC:23117,Approved,NXPE4,neurexophilin and PC-esterase domain family member 4,54827,uc001ppc.4,NM_017678
31489,ENSG00000198521,HGNC:13109,Approved,ZNF43,zinc finger protein 43,7594,uc002nqj.5,NM_003423
31490,ENSG00000142619,HGNC:18337,Approved,PADI3,peptidyl arginine deiminase 3,51702,uc001bai.4,NM_016233
31491,ENSG00000226742,HGNC:37243,Approved,HSBP1L1,heat shock factor binding protein 1 like 1,440498,uc002lno.5,NM_001136180
31492,ENSG00000177707,HGNC:17664,Approved,NECTIN3,nectin cell adhesion molecule 3,25945,uc003dxt.3,NM_015480
31493,ENSG00000213385,HGNC:35881,Approved,RPL7AP39,ribosomal protein L7a pseudogene 39,646476,,NG_010410
31494,ENSG00000266786,HGNC:49896,Approved,LGALS9DP,"galectin 9D, pseudogene",645754,,NG_005629
31495,ENSG00000230087,,,,,,,
31496,ENSG00000244025,HGNC:18938,Approved,KRTAP19-3,keratin associated protein 19-3,337970,uc061zmf.1,NM_181609
31497,ENSG00000130182,HGNC:12997,Approved,ZSCAN10,zinc finger and SCAN domain containing 10,84891,uc002ctv.4,NM_032805
31498,ENSG00000263372,HGNC:43539,Approved,MIR548AO,microRNA 548ao,100847068,uc033bjc.1,NR_049801
31499,ENSG00000154309,HGNC:19711,Approved,DISP1,dispatched RND transporter family member 1,84976,uc057prm.1,NM_032890
31500,ENSG00000172724,HGNC:10617,Approved,CCL19,C-C motif chemokine ligand 19,6363,uc003zvn.4,NM_006274
31501,ENSG00000198967,HGNC:14996,Approved,OR10Z1,olfactory receptor family 10 subfamily Z member 1,128368,uc010pio.2,NM_001004478
31502,ENSG00000257853,HGNC:19271,Approved,MED15P1,mediator complex subunit 15 pseudogene 1,326615,,NG_002605
31503,ENSG00000266208,HGNC:56092,Approved,GJD3-AS1,GJD3 antisense RNA 1,123706509,,
31504,ENSG00000225314,HGNC:56264,Approved,CDCA3P1,CDCA3 pseudogene 1,125775241,,NG_084046
31505,ENSG00000258873,HGNC:32179,Approved,DUXA,double homeobox A,503835,uc002qoa.2,NM_001012729
31506,ENSG00000119608,HGNC:26715,Approved,PROX2,prospero homeobox 2,283571,uc059dkf.1,NM_001080408
31507,ENSG00000219391,,,,,,,
31508,ENSG00000259136,,,,,,,
31509,ENSG00000182334,HGNC:14784,Approved,OR5P3,olfactory receptor family 5 subfamily P member 3,120066,uc010rbg.2,NM_153445
31510,ENSG00000258689,HGNC:50325,Approved,LINC01269,long intergenic non-protein coding RNA 1269,103695436,,NR_125769
31511,ENSG00000122705,HGNC:2090,Approved,CLTA,clathrin light chain A,1211,uc064tak.1,NM_007096
31512,ENSG00000225797,HGNC:18796,Approved,UBDP1,ubiquitin D pseudogene 1,100286971,,NG_027532
31513,ENSG00000259117,,,,,,,
31514,ENSG00000258764,,,,,,,
31515,ENSG00000251298,HGNC:55544,Approved,TMEM184C-DT,TMEM184C divergent transcript,121009648,,XR_007058316
